Success,Strength,Portal_Name,Sector,Subsector,Industry,State,Security_Type,Women_Led_PIPR,Target_Raise,Total_Invested_Raised,Min_Investment,Max_Investment,Pre_Issue_Market_Cap
0,1,AngelList,Technology,Social Technology,Social Media,NY,Equity,FALSE,"400,000",0,0,0,"2,000,000"
0,1,AngelList,Consumer Goods,Personal Goods,Personal Products,NV,Equity,FALSE,"10,000",0,0,0,0
0,1,AngelList,Services,Travel & Transportation,Airlines,CO,Equity,FALSE,"500,000",0,0,0,"1,500,000"
0,1,AngelList,Technology,Storage,Cloud Computing & Infrastructure,CA,Equity,FALSE,"250,000",0,0,0,"5,000,000"
0,1,AngelList,Technology,Computer Software,SaaS,NC,Equity,FALSE,"300,000",0,0,0,"1,250,000"
0,1,AngelList,Healthcare,Research & Development,Biotechnology,FL,Equity,FALSE,"2,000,000",0,0,0,"6,000,000"
0,1,AngelList,Consumer Goods,Personal Goods,Cosmetics & Beauty Products,CA,Equity,FALSE,"350,000",0,0,0,"100,000"
0,1,AngelList,Technology,Computer Software,SaaS,PA,Convertible Debt,FALSE,"2,000,000","35,000",0,0,"6,000,000"
0,1,AngelList,Services,Traditional Media,Film Production,CA,Equity,TRUE,"100,000",0,0,0,0
0,1,AngelList,Financial,Payment Services,Payment Processing,NY,Equity,FALSE,"200,000",0,0,0,"1,500,000"
0,1,AngelList,Financial,Investment Services,"Investments, Other",CA,Debt,FALSE,"500,000","225,000",0,0,"5,000,000"
0,1,AngelList,Technology,Search & Discovery,SEO,FL,Equity,FALSE,"250,000",0,0,0,"2,000,000"
0,1,AngelList,Financial,Payment Services,Payment Processing,CA,Convertible Debt,FALSE,"2,500,000","300,000",0,0,"10,000,000"
0,1,AngelList,Services,E-Commerce,"E-Commerce, Specialty Retail",OH,Equity,FALSE,"400,000",0,0,0,0
1,1,AngelList,Technology,Computer Software,Recognition Technology,CA,Convertible Debt,FALSE,"1,500,000","1,545,000",0,0,"20,000,000"
0,1,AngelList,Technology,Computer Software,Platform Development,NY,Convertible Debt,FALSE,"750,000","255,000",0,0,"5,000,000"
0,1,AngelList,Technology,Games & Sports,Online & Mobile Gaming,TN,Convertible Debt,FALSE,"800,000","726,000",0,0,"5,000,000"
0,1,AngelList,Technology,Business Development,Enterprise Software,CA,Debt,FALSE,"500,000",0,0,0,0
0,1,AngelList,Services,E-Commerce,"E-Commerce, Specialty Retail",NY,Convertible Debt,FALSE,"1,000,000","25,000",0,0,"5,000,000"
0,1,AngelList,Commerce & Industry,Business Services,"Business Services, General",MA,Equity,FALSE,"400,000",0,0,0,"2,000,000"
0,1,AngelList,Technology,Computer Software,SaaS,NY,Equity,FALSE,"800,000",0,0,0,"3,000,000"
0,1,AngelList,Technology,Social Technology,Social Media,CA,Convertible Debt,FALSE,"1,000,000","415,000",0,0,"5,000,000"
0,1,AngelList,Technology,Social Technology,Social Media,CA,Equity,FALSE,"525,000",0,0,0,"3,500,000"
0,1,AngelList,Commerce & Industry,Business Services,"Business Services, General",CA,Equity,FALSE,"500,000",0,0,0,"2,500,000"
0,1,AngelList,Financial,Alternative Assets,Venture Capital,OH,Equity,FALSE,"300,000",0,0,0,"700,000"
0,1,AngelList,Services,E-Commerce,"E-Commerce, Other",TX,Equity,FALSE,"5,000",0,0,0,0
0,1,AngelList,Services,Artistic Services,Music Services,CA,Equity,FALSE,"50,000",0,0,0,"500,000"
0,1,AngelList,Services,Travel & Transportation,Travel Ticketing,VA,Equity,FALSE,"650,000",0,0,0,0
0,1,AngelList,Technology,Computer Software,Productivity/Data Management,OH,Equity,FALSE,"1,500,000",0,0,0,0
0,1,AngelList,Technology,Social Technology,Social Media,CA,Equity,FALSE,"750,000","250,000",0,0,0
0,1,AngelList,Technology,Social Technology,Social Media,NY,Equity,FALSE,"400,000",0,0,0,"2,000,000"
0,1,AngelList,Services,Advertising Services,Advertising,MD,Equity,FALSE,"2,000,000",0,0,0,0
0,1,AngelList,Services,Consumer Services,General Consumer Services,MA,Convertible Debt,FALSE,"100,000","5,000",0,0,"1,000,000"
0,1,AngelList,Technology,Social Technology,Social Media,CA,Equity,FALSE,"1,000,000",0,0,0,0
0,1,AngelList,Technology,Computer Software,Location-Based Services,NJ,Equity,FALSE,"3,000,000",0,0,0,"7,500,000"
1,1,AngelList,Services,General Entertainment,Concert/Theater Ticketing,CA,Equity,FALSE,"250,000","391,000",0,0,"6,500,000"
0,1,AngelList,Services,Advertising Services,Advertising,NY,Equity,FALSE,"50,000",0,0,0,"500,000"
0,1,AngelList,Technology,Search & Discovery,Content Discovery,NY,Equity,TRUE,"5,000,000","825,000",0,0,"5,000,000"
0,1,AngelList,Technology,Social Technology,Social Media,NY,Equity,FALSE,"10,000",0,0,0,0
0,1,AngelList,Technology,Computer Software,App Software,CA,Convertible Debt,TRUE,"700,000","150,000",0,0,"8,000,000"
0,1,AngelList,Technology,Social Technology,Online Dating Services,CA,Equity,FALSE,"1,000,000",0,0,0,"2,000,000"
0,1,AngelList,Technology,Social Technology,Reviews & Recommendations,AZ,Equity,FALSE,"500,000",0,0,0,"2,000,000"
0,1,AngelList,Services,Real Estate Services,Real Estate Search,CA,Convertible Debt,FALSE,"750,000","475,000",0,0,"4,000,000"
0,1,AngelList,Technology,Computer Software,App Software,NY,Equity,FALSE,"500,000",0,0,0,0
0,1,AngelList,Financial,Alternative Assets,Venture Capital,ND,Equity,FALSE,"1,500,000",0,0,0,"5,000,000"
0,1,AngelList,Technology,Computer Software,Internet of Things (Real-World Indexing),OR,Equity,TRUE,"1,500,000",0,0,0,"5,000,000"
0,1,AngelList,Services,Non-Profit/Social,Social Causes,FL,Convertible Debt,FALSE,"75,000",0,0,0,"100,000"
0,1,AngelList,Consumer Goods,Personal Goods,Clothing,CA,Equity,TRUE,"1,350,000",0,0,0,"3,150,000"
0,1,AngelList,Services,Social Economy,Social Commerce,WA,Equity,FALSE,"500,000","10,000",0,0,"2,000,000"
0,1,AngelList,Technology,Social Technology,Social Media,NY,Equity,TRUE,"1,000,000",0,0,0,"4,000,000"
0,1,AngelList,Technology,Technology Hardware,3D Technology,WA,Equity,TRUE,"200,000",0,0,0,0
0,1,AngelList,Consumer Goods,Leisure Goods,"Recreational Goods, Other",CO,Convertible Debt,FALSE,"265,000","105,000",0,0,0
0,1,AngelList,Services,Rental Services,Real Estate Rental & Leasing Services,WI,Equity,Unknown,"200,000",0,0,0,"350,000"
0,1,AngelList,Technology,Business Development,Enterprise Software,NY,Equity,FALSE,"20,000",0,0,0,0
0,1,AngelList,Technology,Social Technology,Photo Sharing,OR,Debt,FALSE,"650,000",0,0,0,"4,500,000"
0,1,AngelList,Consumer Goods,Food Producers,Farm Products & Agriculture,CA,Convertible Debt,FALSE,"250,000",0,0,0,0
0,1,AngelList,Consumer Goods,Personal Goods,Smoking Products,IN,Equity,FALSE,"5,000",0,0,0,0
0,1,AngelList,Services,Traditional Media,Film Production,CA,Equity,FALSE,"400,000","150,000",0,0,0
0,1,AngelList,Financial,Crowdfinance,Crowdfunding,CA,Equity,FALSE,"350,000",0,0,0,"1,600,000"
0,1,AngelList,Commerce & Industry,Business Services,"Business Services, General",NV,Equity,FALSE,"3,000,000",0,0,0,"3,000,000"
0,1,AngelList,Services,E-Commerce,"E-Commerce, Other",CA,Convertible Debt,FALSE,"400,000",0,0,0,0
0,1,AngelList,Technology,Social Technology,Social Media,CA,Equity,FALSE,"100,000",0,0,0,0
0,1,AngelList,Services,Security Services,Security & Protection Services,MA,Convertible Debt,FALSE,"250,000","225,000",0,0,"2,000,000"
0,1,AngelList,Services,Marketing,"Marketing, General",NY,Equity,FALSE,"2,500,000",0,0,0,0
0,1,AngelList,Technology,Computer Analytics,Big Data Analytics/Management,IL,Convertible Debt,FALSE,"1,250,000","812,700",0,0,"8,000,000"
0,1,AngelList,Services,Government,Governmental,MA,Convertible Debt,FALSE,"500,000",0,0,0,0
0,1,AngelList,Services,New Media,Digital Media/New Media,NY,Equity,FALSE,"1,000,000",0,0,0,0
0,1,AngelList,Technology,IT Services,Technology Services - Other,CA,Equity,FALSE,"500,000",0,0,0,"3,000,000"
0,1,AngelList,Services,Education,College/University,CA,Convertible Debt,FALSE,"1,000,000",0,0,0,"4,000,000"
0,1,AngelList,Services,Marketing,Event Management,IA,Equity,TRUE,"250,000","60,000",0,0,"1,500,000"
0,1,AngelList,Consumer Goods,Food Producers,Wineries & Distillers,CA,Convertible Debt,FALSE,"350,000",0,0,0,0
0,1,AngelList,Consumer Goods,Home Electronics,Mobile & Accessories,TX,Equity,FALSE,"175,000",0,0,0,"700,000"
0,1,AngelList,Services,E-Commerce,"E-Commerce, Specialty Retail",GA,Equity,FALSE,"500,000",0,0,0,"2,000,000"
0,1,AngelList,Services,Retail,Marijuana Dispensaries,WA,Equity,FALSE,"1,225,000","100,000",0,0,"3,000,000"
0,1,AngelList,Technology,Communications,Chat & Video Chat,NY,Convertible Debt,FALSE,"500,000",0,0,0,"500,000"
0,1,AngelList,Financial,Crowdfinance,Crowdfunding,CA,Convertible Debt,FALSE,"1,500,000","1,344,500",0,0,"10,000,000"
0,1,AngelList,Services,Advertising Services,Advertising,CA,Equity,FALSE,"1,000,000",0,0,0,"4,000,000"
0,1,AngelList,Technology,Social Technology,Social Media,CA,Equity,FALSE,"500,000",0,0,0,"6,000,000"
0,1,AngelList,Technology,Communications,Chat & Video Chat,CA,Equity,FALSE,"250,000",0,0,0,"1,000,000"
0,1,AngelList,Consumer Goods,Vehicles & Parts,Auto Manufacturers,CA,Equity,FALSE,"100,000",0,0,0,"500,000"
0,1,AngelList,Services,Retail,"Specialty Retail, Other",AZ,Convertible Debt,FALSE,"1,000,000",0,0,0,"3,000,000"
0,1,AngelList,Technology,Communications,Chat & Video Chat,VA,Equity,FALSE,"350,000",0,0,0,0
0,1,AngelList,Services,Marketing,"Marketing, General",FL,Convertible Debt,FALSE,"500,000",0,0,0,0
0,1,AngelList,Services,Education,Education K-12,DC,Equity,TRUE,"50,000",0,0,0,"2,000,000"
0,1,AngelList,Consumer Goods,Home Electronics,Mobile & Accessories,IL,Convertible Debt,TRUE,"800,000","425,000",0,0,"5,000,000"
0,1,AngelList,Commerce & Industry,Business Services,Employment & Outsourcing,WA,Convertible Debt,TRUE,"250,000",0,0,0,0
0,1,AngelList,Materials,Industrial Materials,Green Building Materials,TX,Debt,FALSE,"500,000","400,000",0,0,"4,000,000"
0,1,AngelList,Financial,Crowdfinance,Crowdfunding,IL,Equity,FALSE,"5,660,000",0,0,0,0
0,1,AngelList,Technology,Games & Sports,Fantasy Sports,IL,Convertible Debt,FALSE,"750,000",0,0,0,"5,000,000"
0,1,AngelList,Technology,Computer Analytics,Big Data Analytics/Management,CA,Convertible Debt,FALSE,"2,000,000",0,0,0,0
0,1,AngelList,Healthcare,Healthcare Management,Specialized Health Services,CA,Convertible Debt,TRUE,"250,000","148,400",0,0,"6,000,000"
0,1,AngelList,Services,Travel & Transportation,Transportation Services,NY,Convertible Debt,FALSE,"500,000","254,999",0,0,"2,000,000"
0,1,AngelList,Technology,Communications,Chat & Video Chat,VA,Equity,FALSE,"100,000",0,0,0,0
0,1,AngelList,Services,Rental Services,Real Estate Rental & Leasing Services,VA,Equity,Unknown,"100,000",0,0,0,0
0,1,AngelList,Services,Marketing,Predictive Marketing,CA,Convertible Debt,FALSE,"1,000,000",0,0,0,"7,000,000"
0,1,AngelList,Services,E-Commerce,"E-Commerce, Specialty Retail",CA,Equity,FALSE,"1,000,000","708,000",0,0,"6,000,000"
0,1,AngelList,Technology,Social Technology,Reviews & Recommendations,CA,Convertible Debt,FALSE,"1,250,000","1,043,750",0,0,"3,000,000"
0,1,AngelList,Technology,Computer Software,Productivity/Data Management,CA,Equity,FALSE,"125,000",0,0,0,"500,000"
0,1,AngelList,Consumer Goods,Food Producers,Brewers,CA,Equity,TRUE,"1,000,000","158,000",0,0,"2,300,000"
0,1,AngelList,Services,Marketing,"Marketing, General",NY,Convertible Debt,FALSE,"500,000","395,000",0,0,15
0,1,AngelList,Services,Education,Education K-12,IL,Convertible Debt,FALSE,"5,000,000",0,0,0,"4,000,000"
0,1,AngelList,Technology,IT Services,Technology Services - Other,AZ,Equity,FALSE,"15,000",0,0,0,"50,000"
0,1,AngelList,Healthcare,Patient Care,Elder Care,TX,Equity,FALSE,"500,000",0,0,0,"2,000,000"
0,1,AngelList,Technology,Technology Hardware,"Wearables, General",NC,Convertible Debt,TRUE,"750,000",0,0,0,0
0,1,AngelList,Services,Marketing,Social Media Marketing,PA,Equity,FALSE,"100,000",0,0,0,"2,000,000"
0,1,AngelList,Healthcare,Healthcare Management,Specialized Health Services,NY,Equity,FALSE,"1,500,000",0,0,0,"4,000,000"
0,1,AngelList,Services,Home & Garden,Culinary Arts,IL,Equity,FALSE,"50,000",0,0,0,"400,000"
0,1,AngelList,Consumer Goods,Personal Goods,Personal Products,MT,Equity,FALSE,"40,000",0,0,0,0
0,1,AngelList,Consumer Goods,Home Electronics,Electronic Equipment,IL,Equity,FALSE,"500,000",0,0,0,"2,500,000"
0,1,AngelList,Technology,Social Technology,Social Media,AZ,Equity,FALSE,"300,000",0,0,0,"2,900,000"
0,1,AngelList,Services,Professional Services,Web Design,NJ,Equity,FALSE,"250,000",0,0,0,0
0,1,AngelList,Financial,Payment Services,Payment Processing,CA,Convertible Debt,TRUE,"750,000","300,000",0,0,"4,500,000"
0,1,AngelList,Services,Travel & Transportation,Travel & Tourism,NY,Convertible Debt,TRUE,"250,000",0,0,0,"1,250,000"
0,1,AngelList,Technology,Computer Software,App Software,CA,Equity,FALSE,"13,500,000",0,0,0,0
0,1,AngelList,Technology,Social Technology,Social Media,CA,Equity,FALSE,"2,000,000","1,193,500",0,0,"10,000,000"
0,1,AngelList,Technology,Computer Software,Internet of Things (Real-World Indexing),TX,Convertible Debt,FALSE,"500,000","150,000",0,0,"4,000,000"
0,1,AngelList,Technology,Business Development,Task Management & Collaboration,CA,Equity,TRUE,"1,000,000",0,0,0,"10,000,000"
0,1,AngelList,Technology,Storage,Cloud Computing & Infrastructure,FL,Equity,FALSE,"12,500,000",0,0,0,0
0,1,AngelList,Technology,Computer Analytics,Recommendation Engine/Matching Services,NY,Convertible Debt,FALSE,"650,000","445,000",0,0,"3,500,000"
0,1,AngelList,Services,Travel & Transportation,Travel & Tourism,NY,Equity,TRUE,"500,000",0,0,0,0
0,1,AngelList,Technology,Computer Analytics,Recommendation Engine/Matching Services,WA,Convertible Debt,TRUE,"1,300,000",0,0,0,"13,000,000"
0,1,AngelList,Services,Real Estate Services,Real Estate Search,CO,Equity,FALSE,"500,000",0,0,0,"2,000,000"
0,1,AngelList,Services,Social Economy,Social Commerce,WA,Equity,FALSE,"750,000","640,000",0,0,0
0,1,AngelList,Services,Education,Education K-12,CA,Convertible Debt,FALSE,"500,000","272,000",0,0,"5,000,000"
0,1,AngelList,Healthcare,Healthcare Management,Specialized Health Services,TX,Equity,TRUE,"500,000",0,0,0,0
0,1,AngelList,Technology,Social Technology,Social Media,CA,Equity,TRUE,"150,000",0,0,0,0
0,1,AngelList,Services,New Media,Internet TV,LA,Equity,FALSE,"250,000",0,0,0,"30,000"
0,1,AngelList,Services,Health & Fitness,Fitness Services,DC,Equity,TRUE,"610,000","600,000",0,0,"3,500,000"
0,1,AngelList,Services,Advertising Services,Advertising,CA,Convertible Debt,TRUE,"350,000",0,0,0,"15,000,000"
0,1,AngelList,Services,Artistic Services,Music Services,NV,Equity,FALSE,"50,000",0,0,0,"400,000"
0,1,AngelList,Services,Artistic Services,Music Services,CA,Equity,TRUE,"75,000",0,0,0,0
0,1,Wefunder,Healthcare,"Med. Equipment, Supplies & Svcs.",Diagnostic,CA,Convertible Debt,TRUE,"2,000,000","1,257,000",0,0,0
0,1,AngelList,Services,Education,Education K-12,CA,Equity,FALSE,"100,000",0,0,0,"1,000,000"
0,1,AngelList,Technology,IT Services,Technology Services - Other,NY,Convertible Debt,FALSE,"500,000",0,0,0,"4,000,000"
0,1,AngelList,Materials,Chemicals,Specialty Chemicals,CA,Debt,FALSE,"1,000,000","450,000",0,0,0
0,1,AngelList,Services,New Media,Digital Media/New Media,CA,Equity,FALSE,"1,000,000",0,0,0,"9,000,000"
0,1,AngelList,Services,Advertising Services,Advertising,OK,Equity,FALSE,"150,000",0,0,0,"100,000,000"
0,1,AngelList,Technology,Social Technology,Social Media,GA,Equity,FALSE,"50,000",0,0,0,1
0,1,AngelList,Technology,Technology Hardware,Sensors & Software Technology,CA,Equity,FALSE,"100,000",0,0,0,0
0,1,AngelList,Services,Health & Fitness,Nutrition Services,CA,Convertible Debt,TRUE,"500,000",0,0,0,0
0,1,AngelList,Technology,Social Technology,Online Dating Services,OR,Equity,FALSE,"250,000",0,0,0,"200,000"
0,1,AngelList,Technology,Tech. Research & Development,Green Technology,CA,Equity,FALSE,"100,000,000",0,0,0,0
0,1,AngelList,Services,Marketing,Social Media Marketing,TX,Equity,FALSE,"150,000",0,0,0,"1,500,000"
0,1,AngelList,Services,E-Commerce,"E-Commerce, Electronics",NY,Equity,TRUE,"500,000",0,0,0,"7,000"
0,1,AngelList,Technology,Business Development,Enterprise Software,CA,Equity,FALSE,"200,000",0,0,0,0
0,1,AngelList,Services,General Entertainment,Nightlife,FL,Equity,FALSE,"75,000",0,0,0,"375,000"
0,1,AngelList,Healthcare,Healthcare Management,Specialized Health Services,AZ,Equity,FALSE,"2,000,000",0,0,0,"14,000,000"
0,1,AngelList,Technology,Social Technology,Social Media,CA,Convertible Debt,FALSE,"600,000","291,000",0,0,0
0,1,AngelList,Commerce & Industry,Business Services,"Business Services, General",CA,Equity,FALSE,"250,000",0,0,0,0
0,1,AngelList,Technology,Social Technology,Crowdsourcing,CA,Convertible Debt,FALSE,"500,000",0,0,0,0
0,1,AngelList,Services,New Media,Digital Media/New Media,NC,Equity,FALSE,"2,000,000",0,0,0,"5,000,000"
0,1,AngelList,Services,New Media,Digital Media/New Media,AZ,Equity,FALSE,"250,000",0,0,0,"1,000,000"
0,1,AngelList,Healthcare,Healthcare Management,Specialized Health Services,GA,Equity,TRUE,"169,000",0,0,0,0
0,1,AngelList,Technology,Communications,Messaging Services,CO,Equity,FALSE,"500,000",0,0,0,"2,500,000"
0,1,AngelList,Technology,Computer Software,App Software,DE,Convertible Debt,FALSE,"850,000",0,0,0,"2,500,000"
0,1,AngelList,Energy,Green/Clean Technology,Solar & Wind,FL,Equity,FALSE,"350,000","100,000",0,0,"1,000,000"
0,1,AngelList,Technology,Social Technology,Photo Sharing,NC,Equity,FALSE,"4,000,000","3,621,500",0,0,"13,500,000"
0,1,AngelList,Services,General Entertainment,Nightlife,MD,Equity,TRUE,"50,000",0,0,0,"500,000"
0,1,AngelList,Services,Rental Services,Real Estate Rental & Leasing Services,CA,Convertible Debt,TRUE,"250,000",0,0,0,0
0,1,AngelList,Healthcare,Pharmaceuticals,Drug Manufacturers,MA,Equity,FALSE,"5,000,000",0,0,0,"15,000,000"
0,1,AngelList,Technology,Computer Software,SaaS,CA,Convertible Debt,FALSE,"630,000",0,0,0,0
0,1,AngelList,Services,Education,Education K-12,UT,Equity,FALSE,"250,000",0,0,0,0
0,1,AngelList,Services,E-Commerce,"E-Commerce, Home Products",NY,Equity,FALSE,"100,000",0,0,0,"500,000"
0,1,AngelList,Services,Travel & Transportation,Travel Ticketing,FL,Debt,FALSE,"25,000",0,0,0,0
0,1,AngelList,Consumer Goods,Vehicles & Parts,Recreational Vehicles,CA,Equity,FALSE,"2,000,000",0,0,0,"3,000,000"
0,1,AngelList,Services,Marketing,Event Management,WA,Equity,FALSE,"500,000",0,0,0,"2,272,541"
0,1,AngelList,Technology,Communications,"Communications, Other",VA,Equity,FALSE,"3,200,000",0,0,0,"40,000,000"
0,1,AngelList,Services,Social Economy,Social Commerce,CA,Equity,FALSE,"1,500,000",0,0,0,"4,800,000"
0,1,AngelList,Services,Personal Services,Self-Development,CA,Convertible Debt,TRUE,"700,000",0,0,0,"3,500,000"
0,1,AngelList,Technology,IT Services,Healthcare Information Services,PA,Equity,TRUE,"1,250,000","150,000",0,0,"4,500,000"
0,1,AngelList,Services,Health & Fitness,General Health & Wellness,OH,Equity,FALSE,"50,000",0,0,0,"1,000,000"
0,1,AngelList,Commerce & Industry,Transportation & Shipping,Air Delivery & Freight Services,CA,Equity,FALSE,"250,000","150,000",0,0,"2,000,000"
0,1,AngelList,Technology,Games & Sports,Online & Mobile Gaming,GA,Equity,FALSE,"250,000",0,0,0,"3,000,000"
0,1,AngelList,Financial,Investment Services,"Investments, Other",NY,Equity,FALSE,"30,000",0,0,0,0
0,1,AngelList,Services,Marketing,Event Management,NV,Convertible Debt,FALSE,"750,000",0,0,0,0
0,1,AngelList,Energy,Green/Clean Technology,Clean Energy,CA,Convertible Debt,FALSE,"300,000",0,0,0,0
0,1,AngelList,Services,Marketing,Social Media Marketing,CA,Equity,FALSE,"1,000,000",0,0,0,"4,000,000"
0,1,AngelList,Services,Education,Education K-12,NY,Equity,FALSE,"250,000",0,0,0,0
0,1,AngelList,Technology,Games & Sports,Online & Mobile Gaming,CA,Convertible Debt,FALSE,"1,000,000","675,000",0,0,"5,000,000"
0,1,AngelList,Technology,IT Services,Healthcare Information Services,CA,Equity,FALSE,"400,000",0,0,0,"4,000,000"
0,1,AngelList,Services,Artistic Services,Music Services,OK,Equity,FALSE,"50,000",0,0,0,"575,000"
0,1,AngelList,Services,Advertising Services,Advertising,CA,Debt,FALSE,"500,000","365,000",0,0,0
0,1,AngelList,Technology,Games & Sports,Online & Mobile Gaming,CA,Equity,FALSE,"1,000,000",0,0,0,"2,500,000"
0,1,AngelList,Technology,Storage,Cloud Computing & Infrastructure,NY,Convertible Debt,FALSE,"500,000","175,000",0,0,"2,500,000"
0,1,AngelList,Services,Advertising Services,Advertising,CA,Equity,FALSE,"1,000,000","560,000",0,0,"6,000,000"
0,1,AngelList,Services,New Media,Digital Media/New Media,CA,Equity,FALSE,"1,000,000",0,0,0,"7,500,000"
0,1,AngelList,Services,E-Commerce,"E-Commerce, Apparel & Accessories",NY,Equity,TRUE,"496,689","200,000",0,0,"1,158,941"
0,1,AngelList,Technology,Computer Software,SaaS,CO,Equity,FALSE,"500,000",0,0,0,"2,000,000"
0,1,AngelList,Services,Personal Services,Pet Services,NY,Equity,TRUE,"2,000,000",0,0,0,"6,000,000"
0,1,AngelList,Services,Health & Fitness,General Health & Wellness,TX,Convertible Debt,FALSE,"450,000","256,000",0,0,"4,000,000"
0,1,AngelList,Technology,Computer Software,App Software,MA,Equity,TRUE,"750,000",0,0,0,"3,800,000"
0,1,AngelList,Technology,Computer Software,Recognition Technology,CA,Debt,FALSE,"600,000","360,000",0,0,0
0,1,AngelList,Technology,Technology Hardware,Sensors & Software Technology,CA,Convertible Debt,FALSE,"1,000,000",0,0,0,0
0,1,AngelList,Services,E-Commerce,"E-Commerce, Specialty Retail",CA,Equity,TRUE,"1,500,000",0,0,0,"4,000,000"
0,1,AngelList,Consumer Goods,Food Producers,"Beverages, Other",CA,Equity,FALSE,"5,000,000",0,0,0,0
0,1,AngelList,Services,Professional Services,Consulting Services,NH,Equity,FALSE,"100,000",0,0,0,0
0,1,AngelList,Technology,Computer Analytics,Recommendation Engine/Matching Services,CA,Equity,FALSE,"500,000",0,0,0,0
0,1,AngelList,Technology,Computer Software,SaaS,UT,Convertible Debt,FALSE,"250,000",0,0,0,"5,000,000"
0,1,Wefunder,Technology,Computer Analytics,Systems Monitoring & Analytics,CA,Convertible Debt,FALSE,"600,000","277,000",0,0,0
0,1,AngelList,Technology,Business Development,Enterprise Software,IL,Equity,FALSE,"900,000",0,0,0,"5,400,000"
0,1,AngelList,Financial,Crowdfinance,Crowdfunding,CA,Convertible Debt,FALSE,"165,000",0,0,0,0
0,1,AngelList,Consumer Goods,Food Producers,Gourmet & Specialty,TN,Equity,TRUE,"135,000",0,0,0,0
0,1,AngelList,Services,Personal Services,Family Services,WA,Equity,TRUE,"250,000",0,0,0,0
0,1,AngelList,Services,Marketing,Event Management,CA,Equity,FALSE,"100,000",0,0,0,0
0,1,AngelList,Services,New Media,Digital Media/New Media,IL,Equity,FALSE,"2,000,000",0,0,0,"4,000,000"
0,1,AngelList,Services,New Media,Digital Media/New Media,CA,Convertible Debt,FALSE,"500,000",0,0,0,0
0,1,AngelList,Services,E-Commerce,"E-Commerce, Specialty Retail",CA,Equity,TRUE,"1,000,000","632,500",0,0,"7,000,000"
0,1,AngelList,Services,New Media,Digital Media/New Media,CA,Convertible Debt,TRUE,"2,000,000","455,000",0,0,"7,000,000"
0,1,AngelList,Technology,Games & Sports,Online & Mobile Gaming,VA,Equity,FALSE,"50,000,000",0,0,0,"90,000,000"
0,1,AngelList,Services,New Media,News & Content Aggregation,IL,Equity,TRUE,"80,000",0,0,0,0
0,1,Wefunder,Technology,Tech. Research & Development,Green Technology,PA,Equity,FALSE,"7,650,000","5,000",0,0,0
0,1,AngelList,Healthcare,"Med. Equipment, Supplies & Svcs.",Diagnostic,CA,Convertible Debt,FALSE,"700,000","120,000",0,0,"5,000,000"
0,1,AngelList,Technology,Business Development,Enterprise Software,OH,Debt,TRUE,"400,000",0,0,0,0
0,1,AngelList,Technology,Social Technology,Social Media,TN,Convertible Debt,FALSE,"100,000",0,0,0,"2,500,000"
0,1,AngelList,Commerce & Industry,Business Services,Employment & Outsourcing,VA,Convertible Debt,FALSE,"750,000",0,0,0,0
0,1,AngelList,Commerce & Industry,Business Services,"Business Services, General",NY,Equity,FALSE,"1,000,000",0,0,0,"6,000,000"
0,1,AngelList,Commerce & Industry,Business Services,Employment & Outsourcing,CA,Convertible Debt,TRUE,"1,400,000","1,327,000",0,0,"4,500,000"
0,1,AngelList,Technology,Computer Analytics,Big Data Analytics/Management,WA,Convertible Debt,FALSE,"500,000","135,000",0,0,"3,000,000"
0,1,AngelList,Services,New Media,Digital Media/New Media,CA,Equity,TRUE,"200,000",0,0,0,"500,000"
0,1,AngelList,Technology,Business Development,Enterprise Software,IL,Convertible Debt,FALSE,"1,000,000","545,010",0,0,"3,000,000"
0,1,AngelList,Technology,Computer Software,App Software,CA,Equity,FALSE,"500,000",0,0,0,"5,000,000"
0,1,AngelList,Services,E-Commerce,"E-Commerce, Other",NC,Equity,FALSE,"250,000",0,0,0,"1,000,000"
0,1,AngelList,Technology,Computer Software,App Software,FL,Equity,FALSE,"1,000,000",0,0,0,"10,500,000"
0,1,AngelList,Technology,Technology Hardware,3D Technology,CA,Equity,FALSE,"4,000,000",0,0,0,"30,000,000"
0,1,AngelList,Technology,Games & Sports,Fantasy Sports,MA,Equity,FALSE,"1,000,000",0,0,0,"2,500,000"
0,1,AngelList,Technology,Social Technology,Social Media,NY,Equity,FALSE,"500,000","495,000",0,0,"1,500,000"
0,1,AngelList,Services,Home & Garden,Culinary Arts,CA,Convertible Debt,FALSE,"750,000","500,000",0,0,"6,000,000"
0,1,AngelList,Services,Professional Services,"Professional Services, Other",CA,Convertible Debt,FALSE,"750,000",0,0,0,"3,000,000"
0,1,AngelList,Services,Consumer Services,General Consumer Services,CO,Equity,FALSE,"250,000",0,0,0,"1,850,000"
0,1,AngelList,Technology,Communications,Chat & Video Chat,NY,Convertible Debt,FALSE,"500,000",0,0,0,0
0,1,AngelList,Commerce & Industry,Business Services,Employment & Outsourcing,NY,Equity,FALSE,"500,000",0,0,0,"3,000,000"
0,1,AngelList,Services,Artistic Services,Film/Video Services,NJ,Equity,FALSE,"500,000",0,0,0,"3,000,000"
0,1,AngelList,Technology,Computer Software,SaaS,IN,Equity,FALSE,"350,000",0,0,0,"1,250,000"
0,1,AngelList,Consumer Goods,Personal Goods,Footwear & Accessories,FL,Equity,FALSE,"550,000","88,500",0,0,"1,827,500"
